computer|电脑
coined|制造硬币( coin的过去式和过去分词 ); 创造
catacoustics|回音学
chugger|慈善募捐人士(chugger 是charity mugger的合成词, chuggers 就是为慈善机构募集捐款的人, 不过这个词也是从 mugger 强盗演变过来的听起来不太友好。)
carcajou|[动]狼獾
castrating|阉割（动物、人）( castrate的现在分词 )
chok|闭塞
cheapened|减价( cheapen的过去式 ); 降低（自己[某事物]）的身价, 贬低
carneau|[动]卡尔诺鸽
catenary|链, 悬链线, 链状物
chiasma|交叉
columnal|[建] 中柱
carbonyl|[医] 羰基, 碳酰
colossi|巨像( colossus的名词复数 ); 巨人; 大国; 大企业
condensable|可凝结的, 可压缩的
cabbagehead|卷心菜心, 笨蛋
catchweed|猪殃殃
conspiracies|阴谋, 密谋( conspiracy的名词复数 )
cutis|皮肤, 真皮
cicero|西塞罗（古罗马政治家、雄辩家、著作家）；西塞罗（美国伊利诺伊州东北部城市, 在芝加哥附近）
coextending|在同面积或长度扩张或伸张, 共同扩张( coextend的现在分词 )
cyanicide|消除氰化物质
ceroxylon|[网络] 蜡棕；蜡椰属
cyanize|[化]把…转化为氰化物
chalazae|系带( chalaza的名词复数 )
canarian|加那利群岛的
cognacs|白兰地酒的一种（产于法国的柯纳克）( cognac的复数形式 )
culpably|该罚地, 可恶地
curring|卷边加工; 卷边加工
cuprous|亚铜的, 一价铜的
cuticolor|肉色的
cryptomerous|细品质
cribwork|叠木框
croupon|全后背皮
cervical|颈的, 子宫颈的
colchicaceae|[网络] 秋水仙科
chuvash|楚瓦什人；楚瓦什语
concatenate|如锁链般连接, 使连锁, 连结
chromomeric|染色粒的
cavesson|（马）鼻勒
cubans|古巴人（Cuban的复数）
chamaeleo|[网络] 避役属；变色龙；典型变色龙属
censures|指责, 非难, 谴责( censure的第三人称单数 )
colloquial|会话的, 口语的, 口语体的
cinder|煤渣, 灰烬
cohabit|同居
cinched|容易做的事情( cinch的过去式和过去分词 ); 必然发生的事
cloudage|云量
cadaverine|[生化]尸胺
conirostral|有锥形尖喙的鸟的
cruorin|[医]血红蛋白
cheechako|新来的人,无经验的人
canaler|运河船
culling|选择；大批物品中剔出劣质货
caperer|caper的变形
censurer|谴责别人的人（censure的变体）; 指责别人的人（censure的变体）
cocoons|茧, 蚕茧( cocoon的名词复数 )
cageful|一笼；一笼的容量；笼中所装物
coemption|囤积, 搜刮
crescograph|植物生长显示器
cristiform|鸡冠形
corbula|笼套
corinna|科琳娜（女子名, Cora的昵称）
commixture|混合
covalent|共有原子价的, 共价的
cassowary|食火鸡
coralline|珊瑚的, 由珊瑚组成的
cochairmen|副主席；联合主席
cockneydom|伦敦佬, 伦敦佬聚居处
cystectasia|[医] 膀胱扩张术
currying|[机] 加脂法
cataplastic|[生]细胞或组织萎缩的
consultative|商议的, 协议的, 咨询的
creepily|令人毛骨悚然地
callus|皮肤的硬皮, 胼胝, (植物伤口的)愈合组织, 老茧
conduits|<电>管道( conduit的复数形式 ); 中转人; 中转机构; 中转国
cyanopia|[医] 蓝视[症]
candlestick|蜡杆, 蜡烛架
cystoscopies|(cystoscopy 的复数) n. 膀胱镜检查
chicquest|chic的最高级
centrifugate|以离心力分出之物
cephalagra|[医] 偏头痛, 发作性头痛
colubrine|蛇的, 蛇似的
communicable|可传达的, 会传染的, 爱说话的
constative|表命令、计划、愿望等之假定的
cebidae|悬猴科
chaunt|(chant之变体)歌, 圣歌
catting|把（锚）吊放在锚架上（cat的现在分词形式）
chiao|角(中国钱币单位)
concretely|具体地
catostomidae|[鱼] 胭脂鱼科；[鱼] 亚口鱼科
cellulous|多细胞的, 由细胞构成的
curtly|简略地, 草率地
chillum|[地名] [美国] 奇勒姆
crudy|加工质量
cogeneration|（尤指工业废热发电或发电余热利用的）同时发热发电
corporatist|组合主义者,社团主义者
carbonade|(洋葱啤酒)烩牛肉
costed|花费；估价（cost的过去分词）
canalis|(pl. -les)[拉]沟, 管, 道
commutate|使方向转换, 整流
contagiosity|接触传染率
cleaned|（使）清洁( clean的过去式和过去分词 ); 变干净; 除去…的灰尘; 使…干净
communalize|使公有化, 使集体化, 使公社化
connectible|可联结的
contrives|（不顾困难地）促成某事( contrive的第三人称单数 ); 巧妙地策划, 精巧地制造（如机器）; 设法做到
cilician|,n. Cilicia的变形
coedit|合作编辑,共同编辑(书报等)
cursive|草书的, 草书体的
czardas|恰尔达什舞
compotier|高脚果盘,高脚果碟
chamar|恰马尔
chrysocolla|一种类似石青(蓝铜矿)的矿物颜料
crche|[医]（日间）托儿所，育婴堂
conchologist|贝壳学者, 贝类学家
cartop|(大小和重量)可置于车顶上运送的
chamaerops|[医] 棕榈
cystocyte|包囊细胞
caduca|[医] 蜕膜
cecils|肉丸子, 炸肉丸
cupuliferous|[医]具杯的, 有壳斗的
cabasset|十六、七世纪时的一种钢盔
constrictive|紧缩的, 收缩的, 压缩性的
cloudier|人造云
cuirass|胸甲, 铁甲, 装甲板
constituents|成分（constituent的复数）
carbonator|[化] 碳酸化器
cistron|顺反子, 作用子
chalazia|[医] 睑板腺囊肿, 霰粒肿
caramba|<西>int.[表示惊讶、恼怒等]唉呀!天哪!真倒霉!讨厌! 他妈的!
coloristic|色彩的, 用色的
compassable|可围绕的, 可理解的, 可达到的
choleriform|[医] 霍乱样的
castrations|(castration 的复数) n. 去雄蕊, 修正, 阉割
capsuliform|囊形的
complanate|平坦的, 平面的
carloading|以铁路货车数计算的货物运入量, 以铁路货车数计算的货物运出量
compeller|compel的变形
caryatids|女像柱( caryatid的名词复数 )
chirper|唧唧声；喳喳声；啁啾声 (chirp的变形)
chinked|裂缝( chink的过去分词 ); （论点、性格等中易成为攻击目标的）弱点; 叮当声; 中国佬
coefficients|系数( coefficient的复数形式 ); （测定某种质量或变化过程的）率; 程度
consigns|把…置于（令人不快的境地）( consign的第三人称单数 ); 把…托付给; 把…托人代售; 丟弃
comports|表现( comport的第三人称单数 )
cacesthesia|[医]感觉异常
cruces|十字形, 十字架形, 难事, 症结, 难题, 关键, 紧要关头, 最重要点, 核心
comically|滑稽地；诙谐地
curdles|（使）凝结( curdle的第三人称单数 )
chincough|百日咳
consignation|交付, 委托, 寄存
colorific|产生颜色的, 赋与颜色的, 色彩的
cockers|西班牙长耳猎犬, 喜好或举办斗鸡的人( cocker的名词复数 )
chouses|欺诈, 诈骗（chouse的第三人称单数形式）
combiner|[计] 组合器, 组合部件
calorifics|热学
choirgirl|唱诗班之女童
crumber|清沟器
capered|跳跃, 雀跃( caper的过去式和过去分词 )
cozier|温暖舒适的（cozy的比较级形式）
consternate|使惊愕, 使惊恐
celiectomy|[医] 内脏切除术, 迷走神经腹支切除术
cowk|<苏格兰>干呕,作呕,恶心
cannoli|[复]n.[用作单或复] 奶油甜馅煎饼卷
counterreply|(对某一回答的)反答
cloaca|泄殖腔, 阴沟
countershear|反面剪切; 反向剪力
cemetary|公墓, 墓地
cynomys|[医] 草原犬属
connaraceae|[植] 牛栓藤科
canaanitish|迦南地区的；迦南语的
cutie|漂亮女孩
conductances|(conductance 的复数) n. 电导, 电导率, 传导力
crocodilia|鳄目
clayton|克莱顿（姓氏, 男子名）
caligation|[医] 视力不清, 眼蒙
coalmouse|日雀
cavey|[人名] 凯维
condimental|调味品的, 香辛料的
cohobated|再蒸馏
crassulaceae|景天科; 景天科
chinbone|颏骨
chetrum|切特鲁姆(不丹辅币名)
cockloft|小阁楼
coombes|(coombe 的复数) n. 山旁峡谷, 海边小溪崖
capsidae|盲蝽科
clouding|无光泽, 云状花纹, (图象上的)模糊, 云斑
crossroad|交叉路, 岔道, 十字路口
casita|小屋
corixidae|[昆] 划蝽科
cicatrise|<主英> = cicatrize
chichipe|墨西哥仙人掌
creases|摺痕；皱纹；折缝；球门区（crease的复数）
cogitations|(cogitation 的复数) n. 考虑, 思想, 深思
chromophilia|[医] 嗜染性, 易染性
catnaps|小睡, 小憩( catnap的名词复数 )
cuculliform|兜帽状的
cuisse|(护腿的)腿甲
chemic|化学的；炼金术的
computerize|用电脑处理, 使电脑化
cuisines|(cuisine 的复数) n. 烹调风格, 烹调法, 烹饪, 厨房
cyniatrics|犬医学
catadrome|[医] 减退
columbo|[医] 非洲防已
cautiousness|谨慎；小心
clinkers|渣块；炼砖
cerberus|守护冥府入口的三头狗
culicifuge|驱蚊剂
cyclonically|cyclone的变形；cyclonic的变形
contusive|[医] 挫伤的
cajeputol|[医] 桉油醇
cimicifuga|[医] 美升麻, 黑升麻
casseroling|勺皿；砂锅菜；餐桌上用有盖的焙盘
cetylene|鲸蜡烯
cooperations|(cooperation 的复数) n. 合作, 协力, 配合
cris|短剑（马来亚人用之, 等于creese）
creepie|<苏> 矮凳
closable|紧密的；亲密的；亲近的 (close的变形)
curvets|使腾跃
ceratohyal|[医] 舌骨角的
coven|女巫大聚会
canines|犬齿( canine的复数形式 ); 犬牙; 犬科动物
cheerios|interj.,n. cheerio的变形
claimers|(claimer 的复数) n. 根据权利提出要求者
carillons|钟琴；钟乐；钟乐器
condensates|(condensate 的复数) n. 聚合物, 冷凝物, 冷凝液
coction|[医] 煮沸; 消化
coxcombry|虚浮, 浮夸, 花花公子的行为(或举止)
carolers|欢唱（颂歌）的人( caroler的名词复数 )
centeredness|自我中心
coldslaw|凉拌卷心菜
carapace|甲壳, 壳
cryocautery|[医] 冻烙术, 碳酸霜烙术
criniculture|生毛
cuckolded|使戴绿帽子( cuckold的过去式和过去分词 )
coachman|马车夫
compellably|compel的变形
croupe|四脚动物的臀部
chlorazide|[化] 叠氮化氯
civvies|便服, 平民
carberry|卡伯里
chondroitin|[生化]软骨素
clotted|为块状物阻塞的
cyclammonium|环铵
chryseis|[希神]克律塞伊斯(阿波罗的祭司之女)
casease|酪蛋白酶
capibara|[动]水豚(产于南美湖泊溪流间的啮齿动物)
calorize|以铝处理(钢,合金钢等之)表面
clubrooms|(clubroom 的复数) n.俱乐部聚会室
clapper|拍手者, 铃锤, 钟锤
cossetted|(cosset 的过去分词) n. 供玩赏的小动物, 爱畜
caplet|囊片(指为防不良物质搀入而设计的一种椭圆胶囊形糖衣药片)
cookhouse|厨房, 船内厨房, 野外烧煮场
courtzilite|[建] 一种沥青变态物
choleuria|[医]胆尿症, 胆汁尿
caltrop|蒺藜
calli|胼胝；愈伤组织
chitchatting|闲谈, 聊天( chitchat的现在分词 )
cycloloma|[网络] 环状体
caprylyl|[化] 辛酰
citoyens|(citoyen 的复数) 公民, 国民；城里人；人, 家伙
cakewalks|很容易做的事, 易如反掌的事( cakewalk的名词复数 )
chagrins|使懊恼, 使懊丧, 使悔恨( chagrin的第三人称单数 )
cotoneaster|枸子属植物, 枸子属
cripplingly|cripple的变形
cantillate|以单音调诵歌, 吟诵
circumfusion|周围灌注, 在周围散步, 围绕
courtrooms|法庭, 审判室( courtroom的复数形式 )
congealed|使凝结, 冻结( congeal的过去式和过去分词 ); （指血）凝结
concours|[单复同] <法> n.比赛,竞赛
carcinolytic|[医] 溶癌的
clairecolle|打底明胶; 打底腻子
compt|点数；计算（等于count）
catnapping|打瞌睡, 假寐( catnap的现在分词 )
coumaran|氯杀鼠灵
camail|盔甲披肩; 头兜; 护颈
corniche|沿峭壁的路
cliquey|小集团的
calycanthemy|花萼变花瓣
cyclecar|三轮式机动车
copita|<西> n.(郁金香形状的) 雪利酒杯, 一杯雪利酒
ceraunograph|雷电计
cerillo|(Cerillo)人名；(意)切里洛
cariosity|龋, 蛀牙
cribber|剽窃者, 作弊者
conquerors|征服者, 占领者( conqueror的复数形式 )
caprice|反复无常, 多变, 任性
conjoint|相连的, 连接的, 结合的
cabbalist|犹太神秘哲学者
circumjacent|周边的, 邻接的, 围绕着的
calamities|灾祸, 灾难( calamity的名词复数 ); 不幸之事
cubist|立体派画家
capstones|(capstone 的复数) n. 顶石
crannogs|(crannog 的复数) n. 湖上住宅
curdy|成凝乳状的, 凝结了的
castory|海狸香
costumer|做服装的人, 服装商
casehardened|经热处理变硬的, 无感觉的, 麻木不仁的
crackbrain|傻子, 疯子, 无理性的人
corsair|海盗, 海盗船, 回教徒的私掠船
cushionless|cushion的变形
carpopedal|[医] 腕足的
chancrous|[医] 下疳的
carnous|肉的
coveys|(covey 的复数) n. (一)群, 一队
conjurations|(conjuration 的复数) n. 祈祷, 祈求, 戏法, 咒文, 魔术, 妖术
cabbageworm|[动]吃甘蓝菜的害虫
chelidon|肘窝
clovered|clover的变形
crotchet|怪想, 奇想, 小钩
clingy|粘住的, 紧贴的
coleoptera|鞘翅目, 甲虫类
coadjust|相互调节
conked|出故障的, 停止的
crotchety|有怪想的, 反复无常的, 想入非非的
curled|鬈发的；卷曲的
coalpit|煤坑, 炭窑
confuting|驳斥, 驳倒( confute的现在分词 )
crevalle|一种可供玩赏及食用的鱼(产于热带海域)
confix|连接起来
croquette|炸丸子, 炸肉饼
conferral|(称号、学位、权力等的)授予,赐给
cowherb|[植]麦蓝菜
classifier|分类者, 分粒器, 分级机, 汉语中的量词
creasy|有折痕的, 皱纹多的
contr|contract 合同; contraction 收缩; contracted 收缩了的; contractor 订约人
chloralum|[医] 氯化铝混合剂(成药,消毒杀菌剂), 氯醛
concerted|商定的, 协定的, 一致的
centenary|一百年
conics|锥线法, 锥线论
coef|coefficient 系数
cavernously|cavernous的变形
calash|篷马车, 车篷, 篷形女兜帽
charpoy|(印度的)一种轻便床
capricornus|[天] 摩羯星座, 摩羯宫
connation|合生作用
crayfishes|小龙虾
chlorophenol|[化]氯酚
choralcelo|克拉切洛琴
centrum|中心, 椎体, 中枢
coached|训练, 辅导( coach的过去式和过去分词 )
cosponsors|共同赞助者；共同主办人
cystoids|(cystoid 的复数) a. 囊样的, 似膀胱的
coidentity|(两者或两者以上之间的)同一性,共同一致性
crawfishes|小龙虾( crawfish的名词复数 )
canales|[医] 管, 道
cheapskates|(cheapskate 的复数) n.<美俚>守财奴,吝啬鬼
cella|内殿
cussedness|倔强
cuish|(护腿的)腿甲
crooks|骗子( crook的名词复数 ); 罪犯; 弯曲部分; （牧羊人或主教用的）弯拐杖
copulative|连结的, 结合的, 交媾的
crystallitis|晶状体炎
chancer|投机分子
coque|装饰女帽用的小丝带圈
cochleitis|耳蜗炎
catechizing|问答式讲授( catechize的现在分词 )
colonopexy|[医] 结肠固定术
christiana|克里斯蒂安娜（女子名）
cabby|出租车司机, 出租马车的车夫
cladding|包层
cameist|宝石雕刻者, 宝石浮雕的收藏家或鉴赏家
cannaceae|[植] 美人蕉科
connecter|连接者, 联系者, 连接物, 连接器, 插塞和塞孔
caissons|(caisson 的复数) n. 弹药箱, 弹药车, 沉箱(水下工程用)
coventrate|考文垂式轰炸,大规模轰炸, 以轰炸摧毁(城市)
chuff|乡下人, 粗人
clemencies|宽容, 仁慈( clemency的名词复数 ); （尤指气候等）温和
chuter|[人名] 丘特尔
cuspate|尖的, 有尖端的
cantonalism|邵县制度
crile|[人名] 克赖尔
canadianism|加拿大风俗;语法
carouse|喧闹的酒会或宴会
chiloplasty|[医] 唇成形术
coltish|小马似的, 蹦蹦跳跳的, 不守纪律的
chiasmata|[医] 交叉
cropping|[计] 裁剪
creophagism|(=creophagy)肉食, 食肉
clonism|[医]抽搐
comfits|(comfit 的复数) n. 糖果, 蜜饯
capsicums|辣椒属植物( capsicum的复数形式 ); 柿子椒, 灯笼椒
constantine|君士坦丁
countervails|补偿, 弥补( countervail的第三人称单数 ); （通常指有力或成功地）对抗, 抵消
classrooms|教室, 课堂( classroom的复数形式 )
cooky|家常小甜饼, 饼干, 普通小饼, 巨型炸弹, (非正式)(女)厨师, 厨师助手
chalcone|[化]查耳酮(芳基烯丙酰芳烃, 苯丙烯酰苯)
crewe|克鲁郡（英格兰城镇）
cerebrates|用脑筋, 思考( cerebrate的第三人称单数 )
chooser|选择者, 选举人
casebooks|个案记录簿；专题汇编集；病案簿
cognize|认知, 认识
crateriform|火山口状的, 漏斗状的, 似火山口的
catamenial|[医] 月经的
cymarose|[化] 磁麻糖; 加拿大麻糖
carsick|晕车的
chinaphthol|鸡纳萘酚
catoptrics|反射光学
corriedale|考力代羊(一种产于新西兰和澳大利亚的毛肉两用绵羊)[新西兰一地区名]
clockings|(clocking 的复数) [计] 定时
chard|可供食用的甜菜
conches|贝壳, 海螺壳( conch的复数形式 )
convolvuli|旋花植物( convolvulus的名词复数 )
